,predus_fscore,predus_mcc,ispred_fscore,ispred_mcc,dockpred_fscore,dockpred_mcc,logisticregresion_fscore,logisticregresion_mcc,linearregression_fscore,linearregression_mcc,randomforest_fscore,randomforest_mcc
3NFP,0.3076923076923077,0.17647164468919743,0.05128205128205127,-0.14359947558042535,0.3076923076923077,0.17647164468919743,0.10256410256410255,-0.0795852515265008,0.10256410256410255,-0.0795852515265008,0.35897435897435903,0.24048586874312197
3NGB,0.07017543859649122,-0.016429392918755135,0.3157894736842105,0.25608423310320505,0.07017543859649122,-0.016429392918755135,0.2105263157894737,0.13929267909379353,0.2105263157894737,0.13929267909379353,0.07017543859649122,-0.016429392918755135
3PGF,0.5454545454545454,0.5120614311761243,0.3272727272727273,0.27000522488541007,0.6181818181818182,0.5927468332730291,0.5818181818181818,0.5524041322245767,0.5454545454545454,0.5120614311761243,0.18181818181818182,0.10863442069160059
3PNW,0.5,0.2931509849889643,0.33333333333333326,0.053300179088902604,0.38888888888888884,0.1332504477222565,0.38888888888888884,0.1332504477222565,0.4444444444444445,0.21320071635561041,0.33333333333333326,0.053300179088902604
3RKD,0.0,-0.1840774878972323,0.044444444444444446,-0.1310631713828294,0.0,-0.1840774878972323,0.044444444444444446,-0.1310631713828294,0.044444444444444446,-0.1310631713828294,0.17777777777777778,0.02797977816037931
3RVV,0.18604651162790697,0.10785931648108506,0.13953488372093023,0.05340606932558581,0.0,-0.10995367214091195,0.09302325581395349,-0.0010471778299134473,0.09302325581395349,-0.0010471778299134473,0.18604651162790697,0.10785931648108506
3S35,0.2380952380952381,0.06771156214920342,0.3333333333333333,0.1862067959103094,0.0,-0.22852652225356151,0.28571428571428575,0.1269591790297564,0.28571428571428575,0.1269591790297564,0.09523809523809525,-0.11003128849245554
3SKJ,0.03389830508474576,-0.07171897865821951,0.37288135593220334,0.3058827110970705,0.06779661016949153,-0.03395880968269051,0.23728813559322032,0.15484203519495449,0.23728813559322032,0.15484203519495449,0.13559322033898305,0.04156152826836749
3T2N,0.13953488372093023,0.026871450649451258,0.18604651162790697,0.08189394483642289,0.4651162790697674,0.41202890995825264,0.3255813953488372,0.24696142739733776,0.37209302325581395,0.30198392158430937,0.2325581395348837,0.1369164390233945
3THM,0.5000000000000001,0.47072919655644374,0.42307692307692313,0.38420441423140056,0.6538461538461537,0.6437787612065302,0.5000000000000001,0.47072919655644374,0.5000000000000001,0.47072919655644374,0.23076923076923075,0.16789245841879247
3U2S,0.3,0.058222250973958195,0.39999999999999997,0.19407416991319398,0.45,0.26200012938281186,0.39999999999999997,0.19407416991319398,0.39999999999999997,0.19407416991319398,0.35000000000000003,0.1261482104435761
3U7Y,0.16216216216216214,-0.04060983363150625,0.1081081081081081,-0.11089608414757475,0.16216216216216214,-0.04060983363150625,0.16216216216216214,-0.04060983363150625,0.16216216216216214,-0.04060983363150625,0.05405405405405405,-0.18118233466364325
3U9P,0.08955223880597014,-0.014151528658602091,0.3283582089552239,0.2521822768874632,0.1791044776119403,0.08572364842117239,0.20895522388059704,0.11901537411443054,0.20895522388059704,0.11901537411443054,0.14925373134328357,0.05243192272791423
3V6O,0.23255813953488372,0.12928236600684287,0.2790697674418605,0.1838538169846057,0.04651162790697675,-0.08900343790420841,0.23255813953488372,0.12928236600684287,0.186046511627907,0.07471091502908006,0.186046511627907,0.07471091502908006
3VG9,0.14634146341463414,0.05851968542393753,0.1951219512195122,0.11769322208166208,0.24390243902439027,0.17686675873938662,0.24390243902439027,0.17686675873938662,0.24390243902439027,0.17686675873938662,0.24390243902439027,0.17686675873938662
3W9E,0.06779661016949153,-0.03749660558221583,0.10169491525423728,0.0003933210375756906,0.0,-0.11327645882179889,0.06779661016949153,-0.03749660558221583,0.06779661016949153,-0.03749660558221583,0.06779661016949153,-0.03749660558221583
3WXV,0.4074074074074074,0.3257582463810005,0.3333333333333333,0.24103015141967138,0.6666666666666666,0.6223065787456523,0.5555555555555556,0.4952144363036587,0.5555555555555556,0.4952144363036587,0.22222222222222224,0.11393800897767772
3X3F,0.0,-0.09240607992809956,0.2916666666666667,0.24743893668246972,0.041666666666666664,-0.043856791840875375,0.20833333333333334,0.15034036050802135,0.2916666666666667,0.24743893668246972,0.16666666666666666,0.10179107242079717
4AEI,0.12121212121212123,-0.12757965011719052,0.5454545454545454,0.44884840541229754,0.30303030303030304,0.11946094510973293,0.4242424242424242,0.28415467526101523,0.4242424242424242,0.28415467526101523,0.24242424242424246,0.037114080034091786
4AG4,0.4571428571428572,0.26360330759005673,0.34285714285714286,0.10444659357341869,0.17142857142857143,-0.13428847745153832,0.34285714285714286,0.10444659357341869,0.34285714285714286,0.10444659357341869,0.2285714285714286,-0.054710120443219316
4AL8,0.04081632653061224,-0.03175306234536308,0.32653061224489793,0.2931051908802746,0.0,-0.0781613842347399,0.20408163265306123,0.15388022521214414,0.16326530612244897,0.10747190332276735,0.12244897959183672,0.06106358143339054
4BZ1,0.4705882352941176,0.41327963235344106,0.1764705882352941,0.03191048008755383,0.0588235294117647,-0.12063718081880107,0.0588235294117647,-0.12063718081880107,0.0588235294117647,-0.12063718081880107,0.2352941176470588,0.10818431054073128
4CNI,0.5142857142857143,0.4508361457476037,0.4571428571428571,0.3768647574125047,0.1714285714285714,0.007007815737009385,0.2857142857142857,0.15495059240720752,0.2857142857142857,0.15495059240720752,0.22857142857142854,0.08097920407210844
4D3C,0.04878048780487805,-0.07713317514665995,0.1951219512195122,0.09615705242498415,0.0975609756097561,-0.019369765956111916,0.14634146341463417,0.038393643234436114,0.14634146341463417,0.038393643234436114,0.14634146341463417,0.038393643234436114
4DGI,0.4444444444444444,0.41620539250102073,0.2777777777777778,0.20733478962227972,0.1111111111111111,-0.0015358132564613311,0.2222222222222222,0.13771125532936604,0.16666666666666666,0.06808772103645234,0.16666666666666666,0.06808772103645234
4DN4,0.3529411764705882,0.2577931473846543,0.1764705882352941,0.027934241976665327,0.0588235294117647,-0.12530502829532733,0.0588235294117647,-0.12530502829532733,0.0,-0.20192466343132365,0.29411764705882354,0.181173512248658
4DQO,0.5806451612903226,0.48990021156853997,0.5806451612903226,0.48990021156853997,0.12903225806451613,-0.14592772259488426,0.45161290322580644,0.30823508752184736,0.45161290322580644,0.30823508752184736,0.25806451612903225,0.035737401451808384
4EDW,0.1176470588235294,-0.06842714554540208,0.2352941176470588,0.0879777585583741,0.1764705882352941,0.00977530650648601,0.1764705882352941,0.00977530650648601,0.1764705882352941,0.00977530650648601,0.1176470588235294,-0.06842714554540208
4ETQ,0.34146341463414637,0.19174931695984018,0.4390243902439025,0.3148910801450587,0.39024390243902435,0.2533201985524494,0.34146341463414637,0.19174931695984018,0.34146341463414637,0.19174931695984018,0.24390243902439027,0.06860755377462172
4F15,0.32,0.23224586069196917,0.4799999999999999,0.41509614653527327,0.23999999999999996,0.14082071777031713,0.4799999999999999,0.41509614653527327,0.4799999999999999,0.41509614653527327,0.23999999999999996,0.14082071777031713
4F37,0.0,-0.08720882180168556,0.05,-0.025697897333412045,0.0,-0.08720882180168556,0.0,-0.08720882180168556,0.05,-0.025697897333412045,0.0,-0.08720882180168556
4FQJ,0.5454545454545454,0.5602309306457239,0.30303030303030304,0.23363165794605226,0.42424242424242425,0.39693129429588814,0.30303030303030304,0.23363165794605226,0.30303030303030304,0.23363165794605226,0.24242424242424243,0.15198183977113436
4G6J,0.07999999999999999,-0.004346958227018891,0.19999999999999998,0.13137473752768203,0.31999999999999995,0.267096433282383,0.19999999999999998,0.13137473752768203,0.19999999999999998,0.13137473752768203,0.07999999999999999,-0.004346958227018891
4G6M,0.25531914893617025,0.11414696417179854,0.12765957446808512,-0.039105904392190236,0.0425531914893617,-0.1412744834348494,0.0851063829787234,-0.09019019391351983,0.0851063829787234,-0.09019019391351983,0.21276595744680848,0.06306267465046894
4GMS,0.044444444444444446,-0.12275279478305913,0.08888888888888889,-0.06973781964486837,0.08888888888888889,-0.06973781964486837,0.044444444444444446,-0.12275279478305913,0.08888888888888889,-0.06973781964486837,0.08888888888888889,-0.06973781964486837
4H8W,0.0,-0.08574108399091805,0.0,-0.08574108399091805,0.04,-0.04033998916933818,0.0,-0.08574108399091805,0.0,-0.08574108399091805,0.08,0.005061105652241691
4HC1,0.19607843137254902,0.13641552140465063,0.23529411764705882,0.1805052390622834,0.47058823529411764,0.44504354500808013,0.35294117647058826,0.31277439203518176,0.35294117647058826,0.31277439203518176,0.11764705882352941,0.04823608608938508
4HF5,0.17391304347826086,0.07269653309800587,0.5217391304347826,0.48258694849930833,0.13043478260869565,0.021460231172843063,0.5217391304347826,0.48258694849930833,0.5217391304347826,0.48258694849930833,0.17391304347826086,0.07269653309800587
4HJ0,0.0,-0.08792969360848962,0.0,-0.08792969360848962,0.0,-0.08792969360848962,0.0,-0.08792969360848962,0.0,-0.08792969360848962,0.11764705882352941,0.044832574043802274
4HKX,0.35,0.17785945835997752,0.55,0.4365641250653994,0.7999999999999999,0.7599449584471767,0.65,0.5659164584181103,0.65,0.5659164584181103,0.39999999999999997,0.242535625036333
4HWB,0.0851063829787234,-0.030442954117128225,0.2978723404255319,0.21479195404862694,0.0,-0.1285369173834303,0.1702127659574468,0.06765100914917384,0.1702127659574468,0.06765100914917384,0.2127659574468085,0.11669799078232487
4I77,0.043478260869565216,-0.20537624495874754,0.17391304347826086,-0.0401823087962767,0.043478260869565216,-0.20537624495874754,0.13043478260869565,-0.09524695418376698,0.08695652173913043,-0.15031159957125725,0.2608695652173913,0.06994698197870387
4IJ3,0.0,-0.27515509392036647,0.3333333333333333,0.15237421677054622,0.04761904761904762,-0.21407947810737896,0.380952380952381,0.21344983258353373,0.380952380952381,0.21344983258353373,0.5238095238095238,0.39667668002249634
4IRZ,0.4489795918367347,0.39349102134222125,0.32653061224489793,0.25389150962122575,0.3673469387755102,0.3004246801948909,0.3673469387755102,0.3004246801948909,0.3673469387755102,0.3004246801948909,0.12244897959183673,0.0212256567528999
