"residue","predus","ispred","dockpred","annotated"
"136_1A14",0.4258,0.0,0.126393,0
"139_1A14",0.3358,0.0078,0.125119,0
"204_1A14",0.4243,0.382,0.123766,0
"430_1A14",0.121,0.0932,0.123607,0
"395_1A14",0.2277,0.0,0.122572,0
"402_1A14",0.1798,0.3219,0.119309,1
"401_1A14",0.36,0.8329,0.115648,1
"265_1A14",0.2634,0.1513,0.112305,0
"197_1A14",0.2093,0.012,0.110634,0
"196_1A14",0.2927,0.0115,0.108723,0
"110_1A14",0.1856,0.0413,0.106176,0
"419_1A14",0.3611,0.0153,0.10546,0
"465_1A14",0.6551,0.8428,0.104107,0
"135_1A14",0.1873,0.0,0.0995702,0
"112_1A14",0.2741,0.0125,0.0987743,0
"434_1A14",0.3697,0.141,0.0939191,0
"253_1A14",0.0824,0.0,0.0924865,0
"152_1A14",0.2181,0.0781,0.0902579,0
"394_1A14",0.2964,0.027,0.0889048,0
"468_1A14",0.3956,0.0279,0.0875517,0
"435_1A14",0.2527,0.9343,0.0874721,0
"262_1A14",0.5825,0.0192,0.0866762,0
"391_1A14",0.1619,0.0134,0.0859599,0
"168_1A14",0.1068,0.0113,0.0854823,0
"396_1A14",0.4878,0.9721,0.0830946,0
"216_1A14",0.27,0.0127,0.0829354,0
"264_1A14",0.1787,0.0321,0.0794333,0
"200_1A14",0.0956,0.0157,0.0766476,0
"255_1A14",0.0,0.0,0.0760904,0
"142_1A14",0.2834,0.052,0.075772,0
"218_1A14",0.0842,0.0,0.0741006,0
"202_1A14",0.2137,0.0294,0.0726679,0
"162_1A14",0.1095,0.0561,0.0725088,0
"103_1A14",0.0,0.0,0.0706781,0
"159_1A14",0.0,0.0,0.0704394,0
"263_1A14",0.3675,0.0181,0.0700414,0
"141_1A14",0.3353,0.0827,0.0691659,0
"128_1A14",0.0893,0.0051,0.067972,0
"450_1A14",0.5045,0.1893,0.065425,0
"220_1A14",0.0879,0.011,0.0651067,0
"449_1A14",0.2146,0.0,0.063674,0
"446_1A14",0.0,0.0,0.0631964,0
"198_1A14",0.1203,0.0076,0.0627985,0
"149_1A14",0.2385,0.2446,0.0623209,0
"166_1A14",0.1942,0.0,0.061923,0
"400_1A14",0.4721,0.9626,0.0605699,1
"267_1A14",0.1501,0.0345,0.0585801,0
"251_1A14",0.0892,0.006,0.0573066,0
"95_1A14",0.2006,0.0,0.0560331,0
"215_1A14",0.2366,0.0,0.0552372,0
"199_1A14",0.091,0.015,0.0510984,0
"212_1A14",0.606,0.0187,0.050382,0
"436_1A14",0.0,0.0,0.0467208,0
"127_1A14",0.1006,0.0063,0.0451289,0
"467_1A14",0.1093,0.0,0.0448902,0
"213_1A14",0.3391,0.0,0.044731,0
"460_1A14",0.0,0.0,0.0441738,0
"96_1A14",0.0,0.0,0.0440942,0
"148_1A14",0.1684,0.0,0.0440146,0
"261_1A14",0.3588,0.0174,0.0431391,0
"129_1A14",0.1183,0.0,0.0427412,0
"462_1A14",0.2215,0.0,0.0387615,0
"390_1A14",0.0935,0.009,0.0378064,0
"345_1A14",0.0797,0.9827,0.0377268,0
"208_1A14",0.1513,0.0492,0.0374881,0
"217_1A14",0.0446,0.0,0.0362146,0
"266_1A14",0.216,0.0,0.0358962,0
"431_1A14",0.2406,0.1782,0.0348615,0
"378_1A14",0.085,0.0,0.0348615,0
"295_1A14",0.0712,0.0188,0.0343044,0
"130_1A14",0.0941,0.0,0.0343044,0
"343_1A14",0.0895,0.9215,0.0331901,1
"296_1A14",0.0752,0.0177,0.0317574,0
"346_1A14",0.0734,0.7209,0.0313594,0
"342_1A14",0.0733,0.1212,0.0310411,1
"178_1A14",0.1443,0.0,0.0310411,0
"247_1A14",0.0803,0.0125,0.0288125,0
"329_1A14",0.109,0.0324,0.0287329,1
"249_1A14",0.0802,0.0094,0.0286533,0
"177_1A14",0.0,0.0,0.0283349,0
"366_1A14",0.1839,0.2508,0.0281757,1
"344_1A14",0.068,0.7015,0.0274594,1
"151_1A14",0.4295,0.0888,0.0272206,0
"375_1A14",0.1205,0.0,0.0270614,0
"358_1A14",0.1409,0.12,0.0269023,0
"93_1A14",0.1957,0.0245,0.0267431,0
"310_1A14",0.3163,0.0,0.0265043,0
"432_1A14",0.1568,0.062,0.0264247,1
"341_1A14",0.0553,0.0,0.0264247,1
"145_1A14",0.1824,0.0,0.0241961,0
"219_1A14",0.0414,0.0064,0.0235594,0
"336_1A14",0.0631,0.0195,0.0234002,0
"447_1A14",0.0,0.0,0.0218083,0
"309_1A14",0.6075,0.3759,0.0208532,0
"403_1A14",0.1053,0.3544,0.0207736,1
"273_1A14",0.0657,0.009,0.0207736,0
"368_1A14",0.0848,0.789,0.0204553,1
"389_1A14",0.066,0.0073,0.0199777,0
"328_1A14",0.0611,0.0,0.0198981,1
"347_1A14",0.0829,0.7879,0.0198185,0
"332_1A14",0.1629,0.0423,0.0195002,1
"221_1A14",0.0735,0.0073,0.0195002,0
"369_1A14",0.0983,0.0911,0.0191022,1
"331_1A14",0.0492,0.0,0.0188634,1
"339_1A14",0.0766,0.0385,0.0174308,0
"245_1A14",0.0784,0.0093,0.0173512,0
"258_1A14",0.1435,0.0093,0.0171124,0
"193_1A14",0.0,0.0,0.0171124,0
"333_1A14",0.0864,0.0643,0.0169532,0
"438_1A14",0.2098,0.0,0.0168736,0
"377_1A14",0.2705,0.0,0.0168736,0
"311_1A14",0.2939,0.0343,0.0162369,0
"416_1A14",0.1442,0.0081,0.0158389,0
"308_1A14",0.3534,0.0215,0.0157593,0
"330_1A14",0.1046,0.0286,0.0155205,1
"268_1A14",0.0704,0.0127,0.0152022,0
"269_1A14",0.062,0.01,0.0148042,0
"250_1A14",0.0842,0.0107,0.0148042,0
"248_1A14",0.0375,0.0,0.0145654,0
"428_1A14",0.2006,0.0,0.0137695,0
"270_1A14",0.0828,0.0245,0.0137695,0
"222_1A14",0.0746,0.0,0.0131328,0
"370_1A14",0.0625,0.0,0.0130532,1
"380_1A14",0.1179,0.0,0.0129736,0
"359_1A14",0.0715,0.0,0.0125756,0
"433_1A14",0.0916,0.0,0.0124164,0
"381_1A14",0.1076,0.0262,0.0122572,0
"284_1A14",0.2127,0.0147,0.0120185,0
"259_1A14",0.1857,0.0065,0.0117797,0
"387_1A14",0.1494,0.01,0.0117001,0
"326_1A14",0.0931,0.0,0.0113021,0
"367_1A14",0.0736,0.6223,0.0110634,0
"356_1A14",0.0837,0.23,0.0109042,0
"340_1A14",0.0487,0.0,0.0108246,0
"203_1A14",0.0,0.0,0.0105062,0
"361_1A14",0.0,0.0,0.0104266,0
"187_1A14",0.0834,0.1074,0.010347,0
"327_1A14",0.0,0.0,0.00994906,0
"234_1A14",0.17,0.0087,0.00978988,0
"385_1A14",0.096,0.0121,0.0095511,0
"415_1A14",0.1376,0.0077,0.00947151,0
"140_1A14",0.0,0.0,0.00923273,0
"271_1A14",0.0612,0.0116,0.00915314,0
"421_1A14",0.0,0.0,0.00907354,0
"201_1A14",0.0,0.0,0.00899395,0
"372_1A14",0.1065,0.0,0.00867558,1
"92_1A14",0.1979,0.0,0.0085164,0
"444_1A14",0.0,0.0,0.0084368,0
"188_1A14",0.0451,0.0,0.00835721,0
"371_1A14",0.1232,0.0423,0.00819803,0
"312_1A14",0.2256,0.0,0.00803884,0
"464_1A14",0.0,0.0,0.00795925,0
"357_1A14",0.0847,0.2721,0.00795925,0
"161_1A14",0.0,0.0,0.00780006,0
"84_1A14",0.0777,0.0,0.00764088,0
"364_1A14",0.0683,0.0,0.00764088,0
"94_1A14",0.0,0.0,0.00756129,0
"445_1A14",0.0,0.0,0.00748169,0
"417_1A14",0.1013,0.0,0.00748169,0
"338_1A14",0.0938,0.0252,0.00748169,0
"384_1A14",0.1659,0.0304,0.00732251,0
"246_1A14",0.074,0.0121,0.00724292,0
"244_1A14",0.0454,0.0,0.00724292,0
"313_1A14",0.2445,0.0239,0.00676536,0
"91_1A14",0.0534,0.0,0.0063674,0
"252_1A14",0.0465,0.0,0.00628781,0
"207_1A14",0.5167,0.0,0.00628781,0
"114_1A14",0.0,0.0,0.00612862,0
"448_1A14",0.0,0.0,0.00604903,0
"272_1A14",0.0531,0.0,0.00596944,0
"410_1A14",0.0,0.0,0.00588984,0
"335_1A14",0.0399,0.0,0.00581025,0
"306_1A14",0.2321,0.1062,0.00581025,0
"304_1A14",0.2327,0.0096,0.00565107,0
"236_1A14",0.0962,0.0,0.00549188,0
"286_1A14",0.1875,0.0127,0.0053327,0
"388_1A14",0.0,0.0,0.0052531,0
"283_1A14",0.0758,0.0,0.00509392,0
"233_1A14",0.0844,0.0,0.00485514,0
"386_1A14",0.1066,0.0282,0.00477555,0
"86_1A14",0.0637,0.0068,0.00461636,0
"205_1A14",0.0,0.0,0.00453677,0
"307_1A14",0.0,0.0,0.00445718,0
"285_1A14",0.1392,0.0136,0.0042184,0
"88_1A14",0.2032,0.0102,0.00413881,0
"90_1A14",0.083,0.0,0.00374085,0
"315_1A14",0.0571,0.0162,0.00374085,0
"194_1A14",0.0,0.0,0.00366125,0
"294_1A14",0.0542,0.0,0.00350207,0
"118_1A14",0.2437,0.0,0.00342248,0
"376_1A14",0.0,0.0,0.00326329,0
"398_1A14",0.0,0.0,0.0031837,0
"397_1A14",0.0,0.0,0.0031837,0
"337_1A14",0.0818,0.1264,0.00310411,0
"292_1A14",0.0491,0.0,0.00302451,0
"158_1A14",0.0,0.0,0.00286533,0
"314_1A14",0.0462,0.0,0.00270614,0
"406_1A14",0.1401,0.0,0.00254696,0
"348_1A14",0.0,0.0,0.00238777,0
"355_1A14",0.0,0.0,0.00191022,0
"189_1A14",0.1039,0.0,0.00191022,0
"167_1A14",0.0,0.0,0.00191022,0
"318_1A14",0.0,0.0,0.00183063,0
"160_1A14",0.0,0.0,0.00183063,0
"321_1A14",0.0,0.0,0.00175103,0
"243_1A14",0.0,0.0,0.00175103,0
"87_1A14",0.0,0.0,0.00167144,0
"322_1A14",0.0,0.0,0.00167144,0
"427_1A14",0.2296,0.0,0.00159185,0
"383_1A14",0.0661,0.0,0.00159185,0
"325_1A14",0.0,0.0,0.00159185,0
"106_1A14",0.0,0.0,0.00159185,0
"274_1A14",0.0,0.0,0.00151226,0
"224_1A14",0.0385,0.0,0.00151226,0
"439_1A14",0.0,0.0,0.00111429,0
"360_1A14",0.0,0.0,0.00111429,0
"257_1A14",0.0,0.0,0.00111429,0
"131_1A14",0.0,0.0,0.00111429,0
"109_1A14",0.0,0.0,0.00111429,0
"105_1A14",0.0,0.0,0.0010347,0
"418_1A14",0.0,0.0,0.00095511,0
"191_1A14",0.1739,0.0,0.00095511,0
"374_1A14",0.0,0.0,0.000795925,0
"260_1A14",0.0,0.0,0.000795925,0
"277_1A14",0.0842,0.0,0.000716332,0
"276_1A14",0.0509,0.0,0.000716332,0
"116_1A14",0.0,0.0,0.000716332,0
"320_1A14",0.0,0.0,0.00063674,0
"281_1A14",0.0,0.0,0.00063674,0
"235_1A14",0.0,0.0,0.000557147,0
"119_1A14",0.0,0.0,0.000477555,0
"442_1A14",0.0,0.0,0.000397962,0
"349_1A14",0.0,0.0,0.000397962,0
"305_1A14",0.0,0.0,0.000397962,0
"288_1A14",0.0,0.0,0.000397962,0
"373_1A14",0.0,0.0,0.00031837,0
"365_1A14",0.0,0.0,0.00031837,0
"302_1A14",0.0,0.0,0.00031837,0
"122_1A14",0.0,0.0,0.00031837,0
"379_1A14",0.0,0.0,0.000238777,0
"316_1A14",0.0,0.0,0.000238777,0
"297_1A14",0.0,0.0,0.000238777,0
"275_1A14",0.0,0.0,0.000238777,0
"132_1A14",0.0,0.0,0.000238777,0
"242_1A14",0.0,0.0,0.000159185,0
"227_1A14",0.1186,0.0,0.000159185,0
"182_1A14",0.0,0.0,0.000159185,0
"123_1A14",0.0,0.0,0.000159185,0
"443_1A14",0.0,0.0,7.95925e-05,0
"405_1A14",0.0,0.0,7.95925e-05,0
"404_1A14",0.0,0.0,7.95925e-05,0
"382_1A14",0.0,0.0,7.95925e-05,0
"324_1A14",0.0,0.0,7.95925e-05,0
"282_1A14",0.0,0.0,7.95925e-05,0
"225_1A14",0.0,0.0,7.95925e-05,0
"190_1A14",0.0,0.0,7.95925e-05,0
"134_1A14",0.0,0.0,7.95925e-05,0
"62_1A2Y",0.2857,0.9064,1,0
"73_1A2Y",0.6818,0.785,0.842653,0
"63_1A2Y",0.402,0.5146,0.794122,0
"75_1A2Y",0.6762,0.3812,0.703014,0
"100_1A2Y",0.5635,0.3405,0.615976,0
"106_1A2Y",0.3562,0.6735,0.571741,0
"101_1A2Y",0.2105,0.3416,0.556669,0
"103_1A2Y",0.2926,0.4198,0.518312,1
"107_1A2Y",0.8679,0.1257,0.482216,0
"112_1A2Y",0.6156,0.8633,0.458628,0
"123_1A2Y",0.3331,0.3722,0.457046,0
"98_1A2Y",0.3824,0.0,0.449736,0
"114_1A2Y",0.4264,0.9694,0.445968,0
"34_1A2Y",0.3715,0.9776,0.437528,0
"33_1A2Y",0.411,0.9636,0.434891,0
"5_1A2Y",0.7938,0.6628,0.387038,0
"61_1A2Y",0.1397,0.0,0.377016,0
"118_1A2Y",0.4318,0.9731,0.360814,1
"97_1A2Y",0.8897,0.3213,0.343406,0
"48_1A2Y",0.2266,0.2602,0.338583,0
"104_1A2Y",0.3203,0.0,0.332931,0
"109_1A2Y",0.3654,0.9868,0.325094,0
"37_1A2Y",0.807,0.3094,0.316503,0
"119_1A2Y",0.2462,0.9807,0.312962,1
"122_1A2Y",0.2797,0.98,0.285833,0
"71_1A2Y",0.45,0.4235,0.281763,0
"116_1A2Y",0.3476,0.955,0.272042,1
"113_1A2Y",0.4579,0.9703,0.265185,0
"21_1A2Y",0.2146,0.6929,0.250716,0
"125_1A2Y",0.5776,0.9233,0.24838,1
"117_1A2Y",0.4701,0.9756,0.214017,1
"38_1A2Y",0.2368,0.0,0.211831,0
"59_1A2Y",0.2455,0.3693,0.206255,0
"70_1A2Y",0.3896,0.711,0.190505,0
"2_1A2Y",0.7292,0.1603,0.186963,0
"102_1A2Y",0.3128,0.3458,0.176036,1
"22_1A2Y",0.2067,0.7722,0.167596,1
"4_1A2Y",0.6154,0.0647,0.16526,0
"72_1A2Y",0.4308,0.5086,0.163979,0
"47_1A2Y",0.2758,0.574,0.163753,0
"77_1A2Y",0.7721,0.107,0.163376,0
"19_1A2Y",0.3625,0.1901,0.157724,1
"23_1A2Y",0.1177,0.0,0.141522,1
"3_1A2Y",0.3556,0.0,0.140693,0
"126_1A2Y",0.8762,0.4477,0.138734,0
"74_1A2Y",0.4584,0.3809,0.134891,0
"30_1A2Y",0.0,0.0,0.131123,0
"46_1A2Y",0.1394,0.3272,0.129691,0
"120_1A2Y",0.2259,0.0,0.125019,1
"121_1A2Y",0.4351,0.977,0.120874,1
"24_1A2Y",0.3379,0.7846,0.11786,1
"108_1A2Y",0.119,0.0,0.117558,0
"20_1A2Y",0.1274,0.2013,0.116051,0
"111_1A2Y",0.0,0.0,0.113866,0
"44_1A2Y",0.2577,0.2082,0.111831,0
"35_1A2Y",0.3538,0.9807,0.109118,0
"39_1A2Y",0.2377,0.1908,0.107988,0
"99_1A2Y",0.0,0.0,0.10633,0
"6_1A2Y",0.8872,0.3904,0.105049,0
"128_1A2Y",1.0,0.8936,0.103919,0
"96_1A2Y",0.4117,0.0819,0.102939,0
"115_1A2Y",0.0,0.0,0.10211,0
"45_1A2Y",0.1565,0.6142,0.0964582,0
"27_1A2Y",0.1429,0.0,0.0963828,1
"50_1A2Y",0.0,0.0,0.0942728,0
"43_1A2Y",0.2191,0.3523,0.0933685,0
"7_1A2Y",0.6144,0.6964,0.0912585,0
"68_1A2Y",0.2862,0.4755,0.0868124,0
"41_1A2Y",0.2403,0.1568,0.0817634,0
"52_1A2Y",0.2358,0.0,0.0816127,0
"36_1A2Y",0.2231,0.0,0.0771665,0
"65_1A2Y",0.2917,0.2113,0.0769405,0
"127_1A2Y",0.6276,0.0,0.076639,0
"76_1A2Y",0.4139,0.0,0.0752072,0
"18_1A2Y",0.4254,0.0696,0.0706858,0
"1_1A2Y",0.3146,0.042,0.0696307,0
"67_1A2Y",0.6162,0.1986,0.0691032,0
"16_1A2Y",0.2649,0.0338,0.0674454,0
"13_1A2Y",0.3583,0.1964,0.0669179,0
"110_1A2Y",0.2114,0.0,0.0627732,0
"57_1A2Y",0.2599,0.0,0.0626225,0
"124_1A2Y",0.6521,0.2581,0.0588546,1
"69_1A2Y",0.1264,0.0,0.0550867,0
"14_1A2Y",0.4137,0.0842,0.0550113,0
"93_1A2Y",0.3267,0.0713,0.0544838,0
"42_1A2Y",0.1078,0.0,0.054107,0
"81_1A2Y",0.2894,0.1209,0.0538056,0
"79_1A2Y",0.3555,0.102,0.0470234,0
"129_1A2Y",0.6328,0.2736,0.0470234,0
"84_1A2Y",0.2273,0.0261,0.0468726,0
"15_1A2Y",0.2,0.0414,0.0468726,0
"78_1A2Y",0.5237,0.0652,0.0467973,0
"66_1A2Y",0.1394,0.0,0.0426526,0
"53_1A2Y",0.2616,0.0,0.039789,0
"49_1A2Y",0.27,0.2576,0.0380558,0
"82_1A2Y",0.1898,0.0251,0.0321025,0
"86_1A2Y",0.2445,0.012,0.0312735,0
"105_1A2Y",0.0,0.0,0.0310475,0
"89_1A2Y",0.1505,0.017,0.0300678,0
"85_1A2Y",0.3515,0.0151,0.029465,0
"25_1A2Y",0.33,0.0,0.0293142,0
"51_1A2Y",0.1262,0.0,0.0252449,0
"87_1A2Y",0.2146,0.0262,0.0235117,0
"80_1A2Y",0.0,0.0,0.0200452,0
"90_1A2Y",0.1371,0.0233,0.0171063,0
"17_1A2Y",0.0,0.0,0.0152977,0
"26_1A2Y",0.0,0.0,0.013263,0
"58_1A2Y",0.0,0.0,0.00881688,0
"94_1A2Y",0.0,0.0,0.00798794,0
"10_1A2Y",0.3799,0.3198,0.00746044,0
"40_1A2Y",0.0,0.0,0.00610399,0
"83_1A2Y",0.0,0.0,0.0042954,0
"29_1A2Y",0.0,0.0,0.00422005,0
"56_1A2Y",0.0,0.0,0.00414469,0
"92_1A2Y",0.0,0.0,0.00384326,0
"11_1A2Y",0.2586,0.0,0.00263753,0
"88_1A2Y",0.0,0.0,0.00241145,0
"91_1A2Y",0.0,0.0,0.00075358,0
"60_1A2Y",0.0,0.0,0.000452148,0
"64_1A2Y",0.0,0.0,0.00037679,0
"31_1A2Y",0.0,0.0,0.00037679,0
"9_1A2Y",0.0,0.0,0.000301432,0
"8_1A2Y",0.0,0.0,0.000301432,0
"54_1A2Y",0.0,0.0,0.000301432,0
"28_1A2Y",0.0,0.0,0.000226074,0
"12_1A2Y",0.0,0.0,0.000226074,0
"95_1A2Y",0.0,0.0,0.000150716,0
"32_1A2Y",0.0,0.0,0.000150716,0
"51_1AHW",0.2938,0.0592,1,0
"50_1AHW",0.634,0.0134,0.966886,0
"78_1AHW",0.3442,0.0294,0.805382,0
"47_1AHW",0.1949,0.0154,0.635743,0
"92_1AHW",0.5217,0.1491,0.496923,0
"91_1AHW",1.0,0.3587,0.483886,0
"37_1AHW",0.2306,0.0328,0.483678,0
"81_1AHW",0.5122,0.0402,0.428139,0
"79_1AHW",0.3584,0.0169,0.416823,0
"82_1AHW",0.7021,0.104,0.416302,0
"76_1AHW",0.3,0.0,0.413329,0
"35_1AHW",0.0,0.0,0.382666,0
"33_1AHW",0.3105,0.018,0.381519,0
"45_1AHW",0.2156,0.0945,0.375417,0
"46_1AHW",0.3162,0.0262,0.298655,0
"44_1AHW",0.2109,0.0131,0.296777,0
"48_1AHW",0.2199,0.019,0.285565,0
"94_1AHW",0.5267,0.6914,0.249426,0
"80_1AHW",0.1504,0.0253,0.24103,0
"74_1AHW",0.2382,0.0,0.23738,0
"52_1AHW",0.319,0.0,0.188569,0
"53_1AHW",0.451,0.0091,0.166823,0
"49_1AHW",0.4469,0.0,0.143148,0
"43_1AHW",0.0651,0.0119,0.130111,0
"4_1AHW",0.8728,0.0138,0.111806,0
"96_1AHW",0.2274,0.0475,0.109564,0
"42_1AHW",0.1271,0.0153,0.106696,0
"95_1AHW",0.3661,0.1316,0.105653,0
"93_1AHW",0.3405,0.6076,0.105184,0
"54_1AHW",0.5331,0.0078,0.105131,0
"10_1AHW",0.3899,0.0455,0.0902691,0
"61_1AHW",0.2647,0.076,0.0821339,0
"7_1AHW",0.4351,0.006,0.0725386,0
"209_1AHW",0.1817,0.4877,0.0683667,0
"11_1AHW",0.3072,0.0091,0.0679495,0
"5_1AHW",0.5056,0.0059,0.0647163,0
"8_1AHW",0.2638,0.0329,0.0640384,0
"210_1AHW",0.2218,0.362,0.0626304,0
"140_1AHW",0.253,0.0162,0.0625782,0
"116_1AHW",0.3782,0.0109,0.0611181,0
"208_1AHW",0.2648,0.021,0.0578327,0
"135_1AHW",0.3581,0.0336,0.0573112,0
"58_1AHW",0.1921,0.0099,0.0564768,0
"31_1AHW",0.3929,0.0149,0.0563725,0
"131_1AHW",0.3409,0.0137,0.0557989,0
"211_1AHW",0.3449,0.0697,0.0533479,0
"9_1AHW",0.0,0.0,0.0532958,0
"6_1AHW",0.2161,0.0,0.0513141,0
"138_1AHW",0.436,0.017,0.0506884,0
"117_1AHW",0.3903,0.1374,0.047403,0
"27_1AHW",0.2765,0.0,0.0465686,0
"41_1AHW",0.1804,0.0249,0.0460471,0
"115_1AHW",0.8041,0.0159,0.0458385,0
"26_1AHW",0.5428,0.0415,0.0450563,0
"207_1AHW",0.283,0.0516,0.0434919,0
"114_1AHW",0.3793,0.013,0.0427096,0
"72_1AHW",0.0943,0.0,0.0420317,0
"36_1AHW",0.0,0.0,0.0414581,0
"65_1AHW",0.2087,0.0204,0.0411452,0
"118_1AHW",0.5101,0.0391,0.0411452,0
"32_1AHW",0.0,0.0,0.0409887,0
"99_1AHW",0.3629,0.0098,0.0405194,0
"56_1AHW",0.3532,0.0127,0.0404673,0
"28_1AHW",0.4093,0.0147,0.0398936,0
"30_1AHW",0.3588,0.0489,0.0393721,0
"98_1AHW",0.2616,0.0261,0.035096,0
"184_1AHW",0.156,0.0127,0.0341051,0
"20_1AHW",0.3224,0.0539,0.03301,0
"133_1AHW",0.2324,0.0385,0.0312891,0
"165_1AHW",0.1649,0.0927,0.0310805,1
"97_1AHW",0.0901,0.0,0.0309762,0
"206_1AHW",0.4963,0.0271,0.0309241,0
"77_1AHW",0.0,0.0,0.0303504,0
"139_1AHW",0.2824,0.0204,0.0302983,0
"158_1AHW",0.2108,0.0264,0.0297247,0
"204_1AHW",0.2035,0.0417,0.0272737,1
"163_1AHW",0.3138,0.0132,0.0268043,0
"160_1AHW",0.2108,0.018,0.0266479,0
"113_1AHW",0.1859,0.0,0.0266479,0
"128_1AHW",0.1401,0.0089,0.025292,0
"186_1AHW",0.1672,0.0,0.0244055,0
"156_1AHW",0.2139,0.1049,0.0239883,1
"12_1AHW",0.1504,0.0,0.0238319,0
"62_1AHW",0.0982,0.0,0.0230496,0
"182_1AHW",0.301,0.0098,0.0222153,0
"201_1AHW",0.2381,0.0213,0.0216938,1
"162_1AHW",0.2278,0.0114,0.021068,0
"112_1AHW",0.2019,0.0168,0.021068,0
"110_1AHW",0.1216,0.0126,0.0205987,0
"198_1AHW",0.5253,0.0746,0.0195557,1
"60_1AHW",0.0727,0.0,0.0184606,0
"13_1AHW",0.0718,0.0067,0.0179912,0
"183_1AHW",0.1921,0.0085,0.0178869,0
"203_1AHW",0.2509,0.2906,0.0173133,0
"197_1AHW",0.6964,0.8747,0.0168961,0
"15_1AHW",0.3893,0.0093,0.0166354,0
"137_1AHW",0.3564,0.0215,0.0166354,0
"190_1AHW",0.0602,0.0,0.0165832,1
"200_1AHW",0.1223,0.0311,0.0163746,1
"188_1AHW",0.1302,0.0,0.0158531,0
"167_1AHW",0.3112,0.0454,0.0158531,1
"164_1AHW",0.1867,0.0233,0.0151752,0
"161_1AHW",0.2206,0.0077,0.014758,0
"181_1AHW",0.4342,0.0142,0.0144973,0
"105_1AHW",0.2165,0.0097,0.0142887,0
"29_1AHW",0.2337,0.0,0.0138715,0
"169_1AHW",0.1445,0.1588,0.0136629,1
"130_1AHW",0.1517,0.0104,0.0132457,0
"57_1AHW",0.0,0.0,0.0124635,0
"199_1AHW",0.1741,0.086,0.0124113,0
"166_1AHW",0.1794,0.1474,0.0113162,1
"120_1AHW",0.6086,0.0429,0.0111598,0
"145_1AHW",0.1757,0.0071,0.0107426,0
