,predus_fscore,predus_mcc,ispred_fscore,ispred_mcc,dockpred_fscore,dockpred_mcc,logisticregresion_fscore,logisticregresion_mcc,linearregression_fscore,linearregression_mcc,randomforest_fscore,randomforest_mcc
1EO8,0.0,-0.07650454079879052,0.12765957446808512,0.0717230069988661,0.12765957446808512,0.0717230069988661,0.0851063829787234,0.02231382439964723,0.0851063829787234,0.02231382439964723,0.1702127659574468,0.12113218959808497
1EZV,0.0,-0.14315821198530881,0.0,-0.14315821198530881,0.0,-0.14315821198530881,0.0,-0.14315821198530881,0.0,-0.14315821198530881,0.08888888888888889,-0.03789482081964057
1FBI,0.15384615384615385,0.011668206323248921,0.2051282051282051,0.07389864004724316,0.25641025641025644,0.1361290737712374,0.2051282051282051,0.07389864004724316,0.2051282051282051,0.07389864004724316,0.2051282051282051,0.07389864004724316
1FE8,0.21739130434782608,0.105941086175341,0.13043478260869565,0.004330017146131103,0.391304347826087,0.30916322423376075,0.17391304347826086,0.05513555166073605,0.17391304347826086,0.05513555166073605,0.17391304347826086,0.05513555166073605
1FJ1,0.125,0.043389421759140616,0.5,0.47709165075869214,0.08333333333333333,-0.004799714796365112,0.29166666666666663,0.23614596798116352,0.25,0.1879568314256578,0.125,0.043389421759140616
1FNS,0.2631578947368421,0.20600354948448854,0.4736842105263157,0.4597657073269727,0.21052631578947367,0.1425630100238675,0.5263157894736842,0.5232062467875938,0.4736842105263157,0.4597657073269727,0.2631578947368421,0.20600354948448854
1FSK,0.09302325581395349,-0.03992160503136119,0.5116279069767441,0.4611995949675674,0.046511627906976744,-0.09560173836457547,0.4186046511627907,0.34983932830113884,0.4186046511627907,0.34983932830113884,0.18604651162790697,0.07143866163506739
1G9M,0.045454545454545456,-0.016647664020422816,0.2727272727272727,0.2592546329472587,0.5,0.5351569299149401,0.31818181818181823,0.314435092340795,0.31818181818181823,0.314435092340795,0.22727272727272727,0.20407417355372237
1H0D,0.14634146341463414,-0.023897745234617563,0.4390243902439025,0.33456843328464586,0.5365853658536585,0.4540571594577337,0.4390243902439025,0.33456843328464586,0.4390243902439025,0.33456843328464586,0.39024390243902435,0.27482407019810196
1HYS,0.22727272727272727,0.25048736010761813,0.27272727272727276,0.31023663866539863,0.3636363636363636,0.42973519578095953,0.3636363636363636,0.42973519578095953,0.3636363636363636,0.42973519578095953,0.22727272727272727,0.25048736010761813
1IQD,0.34146341463414637,0.2495672529544459,0.43902439024390244,0.36571804992695534,0.7317073170731707,0.7141704408444836,0.5853658536585366,0.5399442453857194,0.5853658536585366,0.5399442453857194,0.34146341463414637,0.2495672529544459
1JHL,0.17142857142857143,0.06366604953114399,0.4,0.350450056428189,0.5142857142857142,0.4938420598767115,0.4571428571428572,0.4221460581524502,0.4571428571428572,0.4221460581524502,0.4,0.350450056428189
1JPS,0.04081632653061224,-0.09428090415820634,0.4489795918367347,0.37712361663282534,0.0,-0.1414213562373095,0.20408163265306123,0.09428090415820634,0.16326530612244897,0.04714045207910317,0.04081632653061224,-0.09428090415820634
1JRH,0.052631578947368425,-0.17734511057473928,0.26315789473684204,0.09221945749886443,0.3684210526315789,0.2270017415356663,0.26315789473684204,0.09221945749886443,0.26315789473684204,0.09221945749886443,0.26315789473684204,0.09221945749886443
1LK3,0.0,-0.1943250826893887,0.42857142857142855,0.32387513781564786,0.1904761904761905,0.035986126423960874,0.28571428571428575,0.15114173098063566,0.2380952380952381,0.09356392870229827,0.14285714285714288,-0.021591675854376522
1MHP,0.4878048780487804,0.44359094224933326,0.29268292682926833,0.21292365227967996,0.5365853658536585,0.5012577647417467,0.5365853658536585,0.5012577647417467,0.5365853658536585,0.5012577647417467,0.2439024390243902,0.15525682978726665
1MLC,0.052631578947368425,-0.10421364855284106,0.4210526315789474,0.34470668367478197,0.0,-0.16834512458535864,0.2631578947368421,0.15231225557722924,0.2105263157894737,0.08818077954471167,0.15789473684210525,0.02404930351219409
1N8Z,0.07272727272727272,0.03305792312417239,0.07272727272727272,0.03305792312417239,0.1818181818181818,0.15748856366866237,0.14545454545454545,0.11601168348716571,0.07272727272727272,0.03305792312417239,0.1818181818181818,0.15748856366866237
1NCA,0.0,-0.0874449372730461,0.4528301886792453,0.41692496878398766,0.0,-0.0874449372730461,0.3396226415094339,0.29083249226972924,0.3396226415094339,0.29083249226972924,0.07547169811320754,-0.0033832862635404743
1NSN,0.0,-0.18698939800169145,0.41860465116279066,0.3178819766028755,0.0,-0.18698939800169145,0.18604651162790697,0.03739787960033829,0.18604651162790697,0.03739787960033829,0.09302325581395349,-0.07479575920067658
1OAZ,0.5238095238095238,0.4316998383664659,0.3333333333333333,0.1931566513962427,0.7142857142857143,0.6702430253366891,0.6190476190476191,0.5509714318515775,0.6190476190476191,0.5509714318515775,0.38095238095238104,0.2527924481387985
1OB1,0.16666666666666669,-0.010537055489510786,0.5,0.41847163229771406,0.16666666666666669,-0.010537055489510786,0.4444444444444444,0.34697018433317656,0.3888888888888889,0.2754687363686391,0.33333333333333337,0.20396728840410164
1ORS,0.2222222222222222,0.14615553670609938,0.16666666666666669,0.07416848131354296,0.05555555555555555,-0.06980562947156985,0.16666666666666669,0.07416848131354296,0.16666666666666669,0.07416848131354296,0.16666666666666669,0.07416848131354296
1OSP,0.0,-0.10742424610877015,0.039999999999999994,-0.06164583223219747,0.24000000000000002,0.16724623715066592,0.039999999999999994,-0.06164583223219747,0.039999999999999994,-0.06164583223219747,0.039999999999999994,-0.06164583223219747
1QFU,0.0,-0.08699872865451286,0.0392156862745098,-0.042783914256084445,0.1568627450980392,0.08986052893920078,0.0392156862745098,-0.042783914256084445,0.0392156862745098,-0.042783914256084445,0.11764705882352941,0.04564571454077237
1RJL,0.0,-0.23149477677253244,0.43243243243243246,0.3324027563913286,0.0,-0.23149477677253244,0.32432432432432434,0.19142837310036337,0.32432432432432434,0.19142837310036337,0.32432432432432434,0.19142837310036337
1SY6,0.0,-0.11661432630213622,0.15789473684210525,0.08009872917722488,0.0,-0.11661432630213622,0.15789473684210525,0.08009872917722488,0.15789473684210525,0.08009872917722488,0.05263157894736842,-0.05104330780901586
1TPX,0.0975609756097561,-0.13236138839471578,0.2926829268292683,0.11504307589447259,0.24390243902439024,0.0531919598221755,0.34146341463414637,0.17689419196676967,0.34146341463414637,0.17689419196676967,0.24390243902439024,0.0531919598221755
1UJ3,0.041666666666666664,-0.08719440484883448,0.2916666666666667,0.2011992776705793,0.0,-0.1352600186020701,0.125,0.008936822657636775,0.125,0.008936822657636775,0.16666666666666666,0.0570024364108724
1V7M,0.09523809523809526,-0.05283767456030949,0.2380952380952381,0.11741705457846552,0.04761904761904763,-0.10958925093990116,0.2380952380952381,0.11741705457846552,0.2380952380952381,0.11741705457846552,0.14285714285714282,0.003913901819282184
1W72,0.0,-0.0866465736166486,0.17391304347826086,0.1160877749745636,0.13043478260869568,0.06540418782676055,0.13043478260869568,0.06540418782676055,0.13043478260869568,0.06540418782676055,0.21739130434782605,0.16677136212236665
1WEJ,0.0,-0.19058753985170535,0.4571428571428572,0.40427659968543556,0.0,-0.19058753985170535,0.1142857142857143,-0.04187150496742011,0.05714285714285715,-0.11622952240956272,0.05714285714285715,-0.11622952240956272
1XIW,0.0,-0.27875204519913876,0.049999999999999996,-0.2138762495134057,0.049999999999999996,-0.2138762495134057,0.049999999999999996,-0.2138762495134057,0.049999999999999996,-0.2138762495134057,0.049999999999999996,-0.2138762495134057
1YY9,0.03448275862068966,-0.01161352198560493,0.0,-0.05032526193762136,0.03448275862068966,-0.01161352198560493,0.0,-0.05032526193762136,0.0,-0.05032526193762136,0.0,-0.05032526193762136
1ZTX,0.052631578947368425,-0.16039238741310596,0.052631578947368425,-0.16039238741310596,0.052631578947368425,-0.16039238741310596,0.052631578947368425,-0.16039238741310596,0.052631578947368425,-0.16039238741310596,0.10526315789473685,-0.09400045655768095
2ADF,0.38095238095238093,0.32322073535920504,0.2857142857142857,0.2105498266361326,0.6666666666666667,0.6612334615284224,0.47619047619047616,0.4358916440822775,0.47619047619047616,0.4358916440822775,0.09523809523809523,-0.014791990810012305
2AEP,0.0,-0.08542741495965599,0.03773584905660377,-0.043476452256253496,0.11320754716981132,0.04042547315055149,0.03773584905660377,-0.043476452256253496,0.03773584905660377,-0.043476452256253496,0.0,-0.08542741495965599
2ARJ,0.1904761904761905,0.014338693934332849,0.09523809523809525,-0.1034434348119727,0.09523809523809525,-0.1034434348119727,0.04761904761904762,-0.16233449918512546,0.04761904761904762,-0.16233449918512546,0.14285714285714288,-0.044552370438819926
2BDN,0.10526315789473684,-0.23890440011532088,0.0,-0.3859224924939799,0.15789473684210528,-0.1653953539259914,0.10526315789473684,-0.23890440011532088,0.10526315789473684,-0.23890440011532088,0.15789473684210528,-0.1653953539259914
2CMR,0.3181818181818182,0.24003762295824133,0.1818181818181818,0.08115150954104244,0.5,0.45188577418117315,0.409090909090909,0.34596169856970727,0.409090909090909,0.34596169856970727,0.1818181818181818,0.08115150954104244
2DD8,0.0425531914893617,-0.09490341442355302,0.5957446808510638,0.5520169950710964,0.3404255319148936,0.25343834453510433,0.46808510638297873,0.4027276698031004,0.3829787234042553,0.3032014529577697,0.3829787234042553,0.3032014529577697
2EIZ,0.2380952380952381,0.09076352477286181,0.09523809523809525,-0.0825122952480562,0.28571428571428575,0.14852213144650114,0.1904761904761905,0.03300491809922248,0.1904761904761905,0.03300491809922248,0.3333333333333333,0.2062807381201405
2FD6,0.0,-0.08922336200923081,0.0,-0.08922336200923081,0.046511627906976744,-0.03363034414194084,0.0,-0.08922336200923081,0.0,-0.08922336200923081,0.046511627906976744,-0.03363034414194084
2J4W,0.2,-0.4134344328947824,0.6,0.3263956049169334,0.26666666666666666,-0.29012942659282975,0.6,0.3263956049169334,0.5333333333333333,0.2030905986149808,0.4,-0.04351941398892446
2J88,0.2926829268292683,0.30272041673041383,0.3414634146341463,0.3637560623228789,0.2926829268292683,0.30272041673041383,0.3902439024390244,0.4247917079153439,0.3902439024390244,0.4247917079153439,0.24390243902439024,0.24168477113794878
2JEL,0.0,-0.2735506022160966,0.7027027027027029,0.6424294445984087,0.3243243243243243,0.14920941939059815,0.6486486486486486,0.5719694409972929,0.6486486486486486,0.5719694409972929,0.43243243243243246,0.29012942659282975
2NY7,0.07407407407407407,-0.022650637551170874,0.33333333333333337,0.26751439251611614,0.25925925925925924,0.184610098211177,0.33333333333333337,0.26751439251611614,0.2962962962962963,0.22606224536364658,0.18518518518518517,0.10170580390623785
2NYY,0.02941176470588235,0.00026500115301548603,0.14705882352941177,0.1321030747782198,0.0,-0.03269451725328559,0.1176470588235294,0.09914355637191873,0.08823529411764706,0.06618403796561764,0.14705882352941177,0.1321030747782198
2OZ4,0.08163265306122448,-0.0053046732891088196,0.08163265306122448,-0.0053046732891088196,0.5714285714285714,0.5548688260407825,0.20408163265306123,0.134738701543364,0.20408163265306123,0.134738701543364,0.12244897959183673,0.041376451655048795
2Q8A,0.34615384615384615,0.29064768427629106,0.3846153846153846,0.3337231615869824,0.3846153846153846,0.3337231615869824,0.4615384615384615,0.41987411620836507,0.4615384615384615,0.41987411620836507,0.3846153846153846,0.3337231615869824
2QQN,0.0,-0.13391789600139506,0.21621621621621623,0.13034675210802452,0.32432432432432434,0.2624790761627343,0.21621621621621623,0.13034675210802452,0.21621621621621623,0.13034675210802452,0.2702702702702703,0.1964129141353794
2R29,0.0,-0.24777959573256778,0.10256410256410256,-0.1171566566778989,0.10256410256410256,-0.1171566566778989,0.0,-0.24777959573256778,0.0,-0.24777959573256778,0.05128205128205128,-0.18246812620523334
2R56,0.12765957446808512,-0.02755193843889919,0.25531914893617025,0.12398372297504635,0.21276595744680848,0.0734718358370645,0.2978723404255319,0.1744956101130282,0.25531914893617025,0.12398372297504635,0.12765957446808512,-0.02755193843889919
2UZI,0.6363636363636364,0.5938055051943641,0.6363636363636364,0.5938055051943641,0.6363636363636364,0.5938055051943641,0.7272727272727274,0.7010390050037301,0.7272727272727274,0.7010390050037301,0.5,0.43295525548031516
2VDK,0.03773584905660377,-0.026804637547431336,0.18867924528301885,0.14192575020133963,0.0,-0.06898723448462407,0.03773584905660377,-0.026804637547431336,0.03773584905660377,-0.026804637547431336,0.1509433962264151,0.09974315326414689
2VXQ,0.3684210526315789,0.22084711628963774,0.47368421052631576,0.3567530340063379,0.5263157894736841,0.42470599286468796,0.5789473684210527,0.49265895172303803,0.5263157894736841,0.42470599286468796,0.3684210526315789,0.22084711628963774
2W9E,0.3684210526315789,0.23448942259776262,0.31578947368421056,0.16778122478977842,0.47368421052631576,0.367905818213731,0.3684210526315789,0.23448942259776262,0.31578947368421056,0.16778122478977842,0.3684210526315789,0.23448942259776262
2XQB,0.4888888888888889,0.3480134145937942,0.3555555555555555,0.1778250362971425,0.3555555555555555,0.1778250362971425,0.4444444444444445,0.29128395516157696,0.4444444444444445,0.29128395516157696,0.31111111111111117,0.12109557686492527
2XQY,0.0,-0.06859955541855348,0.037037037037037035,-0.027027193262648134,0.0,-0.06859955541855348,0.0,-0.06859955541855348,0.0,-0.06859955541855348,0.037037037037037035,-0.027027193262648134
2XRA,0.3255813953488372,0.25840497844525095,0.3255813953488372,0.25840497844525095,0.5581395348837209,0.529088379192436,0.5116279069767441,0.474951699042999,0.5116279069767441,0.474951699042999,0.18604651162790697,0.09599493799693987
2XWT,0.10714285714285715,-0.015240998561973753,0.35714285714285715,0.2692576412615363,0.39285714285714285,0.3099003040934663,0.25,0.14732965276574628,0.25,0.14732965276574628,0.32142857142857145,0.2286149784296063
2YBR,0.5454545454545455,0.4166666666666667,0.6060606060606061,0.5,0.3636363636363637,0.16666666666666666,0.4848484848484849,0.3333333333333333,0.4848484848484849,0.3333333333333333,0.3636363636363637,0.16666666666666666
2YPV,0.2553191489361702,0.1756286030190495,0.2978723404255319,0.22407787281740799,0.3829787234042553,0.32097641241412495,0.2978723404255319,0.22407787281740799,0.3404255319148936,0.27252714261576644,0.3829787234042553,0.32097641241412495
2ZCH,0.18181818181818182,0.09759000729485331,0.22727272727272727,0.1504512612462322,0.045454545454545456,-0.060993754559283325,0.18181818181818182,0.09759000729485331,0.18181818181818182,0.09759000729485331,0.045454545454545456,-0.060993754559283325
3B2U,0.1276595744680851,0.009898564515274978,0.1702127659574468,0.05939138709164986,0.425531914893617,0.3563483225498992,0.1276595744680851,0.009898564515274978,0.1276595744680851,0.009898564515274978,0.1276595744680851,0.009898564515274978
3B9K,0.186046511627907,0.005886326024502351,0.27906976744186046,0.1206696835022982,0.0,-0.22368038893108935,0.186046511627907,0.005886326024502351,0.186046511627907,0.005886326024502351,0.13953488372093023,-0.051505352714395575
3BGF,0.09523809523809523,-0.021694616489693456,0.2857142857142857,0.20526444832556118,0.19047619047619047,0.09178491591793386,0.2857142857142857,0.20526444832556118,0.2857142857142857,0.20526444832556118,0.23809523809523808,0.14852468212174752
3CVH,0.0,-0.09186193920686564,0.125,0.051421768626234085,0.0,-0.09186193920686564,0.0,-0.09186193920686564,0.0,-0.09186193920686564,0.16666666666666666,0.09918300457060067
3D85,0.28571428571428564,0.16048364886694433,0.19047619047619052,0.045040370117970754,0.28571428571428564,0.16048364886694433,0.3333333333333333,0.21820528824143112,0.3333333333333333,0.21820528824143112,0.2380952380952381,0.10276200949245755
3EOA,0.2,0.1105077777477141,0.25,0.16995816451072485,0.2,0.1105077777477141,0.2,0.1105077777477141,0.2,0.1105077777477141,0.15,0.05105739098470335
3G04,0.19607843137254902,0.09552404873137822,0.27450980392156865,0.18436534508237196,0.3137254901960784,0.22878599325786883,0.35294117647058826,0.2732066414333657,0.35294117647058826,0.2732066414333657,0.19607843137254902,0.09552404873137822
3GI8,0.0,-0.0708355553641803,0.163265306122449,0.11644935995475096,0.0,-0.0708355553641803,0.04081632653061225,-0.02401432653444749,0.04081632653061225,-0.02401432653444749,0.0,-0.0708355553641803
3GJF,0.0,-0.08321225661855577,0.044444444444444446,-0.030869062939141656,0.0,-0.08321225661855577,0.0,-0.08321225661855577,0.0,-0.08321225661855577,0.17777777777777778,0.1261605180991007
3GRW,0.03225806451612904,-0.139714446427748,0.2903225806451613,0.16498195269659605,0.03225806451612904,-0.139714446427748,0.22580645161290322,0.08880785291551004,0.22580645161290322,0.08880785291551004,0.22580645161290322,0.08880785291551004
3HI1,0.0,-0.1078873306434093,0.03636363636363636,-0.06698982351092127,0.2909090909090909,0.219292726416495,0.14545454545454545,0.05570269788654284,0.10909090909090909,0.01480519075405481,0.14545454545454545,0.05570269788654284
3HI6,0.4888888888888889,0.41775154539336523,0.4888888888888889,0.41775154539336523,0.4888888888888889,0.41775154539336523,0.5777777777777778,0.5218758044553752,0.5777777777777778,0.5218758044553752,0.4888888888888889,0.41775154539336523
3HMX,0.16,0.09241628565701214,0.0,-0.08991854820682263,0.0,-0.08991854820682263,0.0,-0.08991854820682263,0.0,-0.08991854820682263,0.08,0.0012488687250947587
3I50,0.23809523809523805,0.21814110289538532,0.3333333333333333,0.3359462570257474,0.4285714285714286,0.4537514111561095,0.3333333333333333,0.3359462570257474,0.38095238095238093,0.39484883409092847,0.23809523809523805,0.21814110289538532
3IDX,0.0,-0.08384205932041462,0.125,0.060588988180768376,0.08333333333333333,0.012445305680374046,0.125,0.060588988180768376,0.125,0.060588988180768376,0.041666666666666664,-0.035698376820020285
3IU3,0.04545454545454545,-0.18162485692350117,0.0,-0.23819653367016547,0.2727272727272727,0.10123352680982033,0.0909090909090909,-0.12505318017683686,0.0909090909090909,-0.12505318017683686,0.22727272727272727,0.044661850063156025
3JWD,0.12500000000000003,0.07253570287358149,0.16666666666666666,0.12104026841302927,0.0,-0.07297799374476187,0.16666666666666666,0.12104026841302927,0.12500000000000003,0.07253570287358149,0.0,-0.07297799374476187
3KR3,0.46153846153846156,0.20267783677525597,0.5641025641025641,0.35468621435669795,0.46153846153846156,0.20267783677525597,0.46153846153846156,0.20267783677525597,0.46153846153846156,0.20267783677525597,0.41025641025641024,0.12667364798453498
3KS0,0.5454545454545454,0.5242105950545827,0.5454545454545454,0.5242105950545827,0.18181818181818182,0.04032389192727559,0.5454545454545454,0.5242105950545827,0.5454545454545454,0.5242105950545827,0.36363636363636365,0.28226724349092913
3L5W,0.18181818181818182,0.05713351510732982,0.36363636363636365,0.29427673534734267,0.06060606060606061,-0.10096196505267872,0.24242424242424243,0.1361812551873341,0.24242424242424243,0.1361812551873341,0.24242424242424243,0.1361812551873341
3L5X,0.12121212121212122,-0.023762422826087874,0.24242424242424243,0.1346537293478313,0.06060606060606061,-0.10297049891304745,0.12121212121212122,-0.023762422826087874,0.12121212121212122,-0.023762422826087874,0.0,-0.18217857500000703
3LD8,0.13333333333333333,0.08851793561045776,0.13333333333333333,0.08851793561045776,0.044444444444444446,-0.017165074966286487,0.13333333333333333,0.08851793561045776,0.13333333333333333,0.08851793561045776,0.13333333333333333,0.08851793561045776
3LEV,0.05555555555555555,-0.032780675159055125,0.3333333333333333,0.3273754269174058,0.2222222222222222,0.1833129860868214,0.3333333333333333,0.3273754269174058,0.3333333333333333,0.3273754269174058,0.1111111111111111,0.03925054525623706
3LIZ,0.0,-0.08967443637714716,0.04081632653061224,-0.04339085631152282,0.0,-0.08967443637714716,0.0,-0.08967443637714716,0.0,-0.08967443637714716,0.04081632653061224,-0.04339085631152282
3MA9,0.2692307692307692,0.15301841113520118,0.23076923076923075,0.1083880412207675,0.3846153846153846,0.2869095208785022,0.3846153846153846,0.2869095208785022,0.30769230769230765,0.19764878104963485,0.2692307692307692,0.15301841113520118
3MXW,0.0,-0.18332649509160823,0.5652173913043478,0.48852146025363796,0.17391304347826086,0.02339595270692905,0.391304347826087,0.28179901245510064,0.391304347826087,0.28179901245510064,0.2608695652173913,0.1267571766061977
3NFP,0.3076923076923077,0.17647164468919743,0.05128205128205127,-0.14359947558042535,0.3076923076923077,0.17647164468919743,0.10256410256410255,-0.0795852515265008,0.15384615384615385,-0.015571027472576243,0.10256410256410255,-0.0795852515265008
3NGB,0.07017543859649122,-0.016429392918755135,0.3157894736842105,0.25608423310320505,0.07017543859649122,-0.016429392918755135,0.2105263157894737,0.13929267909379353,0.14035087719298245,0.0614316430875192,0.2105263157894737,0.13929267909379353
3NH7,0.18604651162790697,-0.08938786844927735,0.5581395348837208,0.40883959503849804,0.09302325581395349,-0.21394473432122119,0.4186046511627907,0.22200429623058227,0.4186046511627907,0.22200429623058227,0.2790697674418604,0.0351689974226665
3PGF,0.5454545454545454,0.5120614311761243,0.3272727272727273,0.27000522488541007,0.6181818181818182,0.5927468332730291,0.5454545454545454,0.5120614311761243,0.5090909090909091,0.47171873012767196,0.3272727272727273,0.27000522488541007
3PNW,0.5,0.2931509849889643,0.33333333333333326,0.053300179088902604,0.38888888888888884,0.1332504477222565,0.4444444444444445,0.21320071635561041,0.4444444444444445,0.21320071635561041,0.38888888888888884,0.1332504477222565
3Q1S,0.3333333333333333,0.24238886938233156,0.3333333333333333,0.24238886938233156,0.16666666666666666,0.03169700599615105,0.3333333333333333,0.24238886938233156,0.3333333333333333,0.24238886938233156,0.16666666666666666,0.03169700599615105
3Q3G,0.558139534883721,0.5139865018675752,0.558139534883721,0.5139865018675752,0.46511627906976744,0.4054851293382319,0.558139534883721,0.5139865018675752,0.558139534883721,0.5139865018675752,0.41860465116279066,0.35123444307356017
3RKD,0.0,-0.1840774878972323,0.044444444444444446,-0.1310631713828294,0.0,-0.1840774878972323,0.044444444444444446,-0.1310631713828294,0.044444444444444446,-0.1310631713828294,0.1333333333333333,-0.025034538354023594
3RVV,0.18604651162790697,0.10785931648108506,0.13953488372093023,0.05340606932558581,0.0,-0.10995367214091195,0.13953488372093023,0.05340606932558581,0.13953488372093023,0.05340606932558581,0.09302325581395349,-0.0010471778299134473
3S35,0.2380952380952381,0.06771156214920342,0.3333333333333333,0.1862067959103094,0.0,-0.22852652225356151,0.3333333333333333,0.1862067959103094,0.3333333333333333,0.1862067959103094,0.3333333333333333,0.1862067959103094
3S37,0.380952380952381,0.24232208733040386,0.28571428571428575,0.12332463373065197,0.42857142857142855,0.30182081413027984,0.4761904761904762,0.3613195409301558,0.4761904761904762,0.3613195409301558,0.3333333333333333,0.18282336053052792
3SKJ,0.03389830508474576,-0.07171897865821951,0.37288135593220334,0.3058827110970705,0.06779661016949153,-0.03395880968269051,0.20338983050847456,0.11708186621942548,0.1694915254237288,0.07932169724389648,0.20338983050847456,0.11708186621942548
3SQO,0.13953488372093023,0.026871450649451258,0.18604651162790697,0.08189394483642289,0.4651162790697674,0.41202890995825264,0.2325581395348837,0.1369164390233945,0.2325581395348837,0.1369164390233945,0.2325581395348837,0.1369164390233945
3T2N,0.12244897959183673,0.0886933769566036,0.12244897959183673,0.0886933769566036,0.0,-0.05515197298062915,0.16326530612244897,0.1366418269356812,0.16326530612244897,0.1366418269356812,0.04081632653061224,-0.007203523001551563
3THM,0.5000000000000001,0.47072919655644374,0.42307692307692313,0.38420441423140056,0.6538461538461537,0.6437787612065302,0.5000000000000001,0.47072919655644374,0.5000000000000001,0.47072919655644374,0.3076923076923077,0.2544172407438357
3U2S,0.3,0.058222250973958195,0.39999999999999997,0.19407416991319398,0.45,0.26200012938281186,0.3,0.058222250973958195,0.3,0.058222250973958195,0.39999999999999997,0.19407416991319398
3U7Y,0.16216216216216214,-0.04060983363150625,0.1081081081081081,-0.11089608414757475,0.16216216216216214,-0.04060983363150625,0.16216216216216214,-0.04060983363150625,0.16216216216216214,-0.04060983363150625,0.1081081081081081,-0.11089608414757475
3U9P,0.08955223880597014,-0.014151528658602091,0.3283582089552239,0.2521822768874632,0.1791044776119403,0.08572364842117239,0.14925373134328357,0.05243192272791423,0.14925373134328357,0.05243192272791423,0.20895522388059704,0.11901537411443054
3UC0,0.23255813953488372,0.12928236600684287,0.2790697674418605,0.1838538169846057,0.04651162790697675,-0.08900343790420841,0.186046511627907,0.07471091502908006,0.13953488372093026,0.02013946405131723,0.13953488372093026,0.02013946405131723
3V6O,0.0,-0.21554809216575693,0.2,0.03367938940089952,0.0,-0.21554809216575693,0.1,-0.0909343513824287,0.05,-0.1532412217740928,0.15,-0.028627480990764592
3VG9,0.14634146341463414,0.05851968542393753,0.1951219512195122,0.11769322208166208,0.24390243902439027,0.17686675873938662,0.24390243902439027,0.17686675873938662,0.24390243902439027,0.17686675873938662,0.14634146341463414,0.05851968542393753
3VI3,0.06779661016949153,-0.03749660558221583,0.10169491525423728,0.0003933210375756906,0.0,-0.11327645882179889,0.06779661016949153,-0.03749660558221583,0.06779661016949153,-0.03749660558221583,0.23728813559322032,0.1519530275167418
3W9E,0.0,-0.06892695939799,0.23076923076923078,0.19123852460422716,0.0,-0.06892695939799,0.11538461538461539,0.06115578260311858,0.11538461538461539,0.06115578260311858,0.07692307692307691,0.017794868602749054
3WIH,0.4074074074074074,0.3257582463810005,0.3333333333333333,0.24103015141967138,0.6666666666666666,0.6223065787456523,0.5555555555555556,0.4952144363036587,0.5555555555555556,0.4952144363036587,0.3703703703703704,0.2833941989003359
3WKM,0.1714285714285714,-0.01849000654084097,0.4571428571428572,0.3513101242759784,0.6285714285714286,0.57319020276607,0.5142857142857142,0.4252701504393423,0.5142857142857142,0.4252701504393423,0.39999999999999997,0.2773500981126146
3WXV,0.11764705882352941,-0.0323220038127824,0.27450980392156865,0.15162435934939386,0.5882352941176471,0.5195170856737463,0.3137254901960785,0.1976109501399379,0.3137254901960785,0.1976109501399379,0.3137254901960785,0.1976109501399379
